mes,dia,hora,Ir_total,Ir_difusa,Temperatura
8,31,14,772,137,24.74
8,31,15,637,128,25.34
8,31,16,462,111,24.14
8,31,17,266,84,23.5
8,31,18,74,39,22.86
9,1,6,24,22,15.21
9,1,7,125,111,14.58
9,1,8,181,175,19.89
9,1,9,617,106,21.82
9,1,10,760,119,23.54
9,1,11,869,94,24.77
9,1,12,816,253,25.56
9,1,13,473,406,26.51
9,1,14,680,272,27.46
9,1,15,618,156,27.62
9,1,16,437,142,27.72
9,1,17,226,120,27.3
9,1,18,56,41,26.73
9,2,6,38,26,17.23
9,2,7,220,83,18.37
9,2,8,422,110,20.29
9,2,9,591,146,22.11
9,2,10,724,177,24.17
9,2,11,815,189,25.98
9,2,12,698,375,27.17
9,2,13,742,305,27.88
9,2,14,535,369,28.45
9,2,15,617,149,28.66
9,2,16,413,166,28.6
9,2,17,240,103,28.1
9,2,18,69,33,27.18
9,3,6,37,24,16.42
9,3,7,212,87,17.21
9,3,8,421,105,18.9
9,3,9,602,124,20.56
9,3,10,738,149,22.17
9,3,11,844,131,23.5
9,3,12,899,94,24.65
9,3,13,854,132,25.36
9,3,14,738,179,25.92
9,3,15,629,119,26.09
9,3,16,440,124,25.74
9,3,17,236,99,25.06
9,3,18,50,37,23.94
9,4,6,27,22,15.29
9,4,7,187,105,16.05
9,4,8,413,112,17.54
9,4,9,599,124,19.34
9,4,10,755,111,20.86
9,4,11,846,123,22.22
9,4,12,78,78,23.64
9,4,13,840,149,24.86
9,4,14,775,103,24.6
9,4,15,628,113,21.98
9,4,16,444,108,20.74
9,4,17,249,78,21.28
9,4,18,58,32,20.95
9,5,6,34,22,13.25
9,5,7,177,107,13.98
9,5,8,370,162,15.61
9,5,9,582,144,17.45
9,5,10,748,119,19.39
9,5,11,847,114,21.33
9,5,12,877,123,22.87
9,5,13,859,104,23.72
9,5,14,701,220,24.45
9,5,15,536,234,24.69
9,5,16,432,119,24.52
9,5,17,139,121,24.14
9,5,18,37,31,23.66
9,6,6,24,20,14.68
9,6,7,225,59,15.56
9,6,8,408,112,17.21
9,6,9,596,117,18.85
9,6,10,744,119,20.7
9,6,11,852,95,22.21
9,6,12,892,85,23.31
9,6,13,841,131,23.87
9,6,14,709,201,24.3
9,6,15,588,163,24.19
9,6,16,420,129,24.01
9,6,17,219,97,23.62
9,6,18,45,30,22.79
9,7,6,24,19,15.17
9,7,7,222,59,16.14
9,7,8,356,169,17.72
9,7,9,602,99,19.11
9,7,10,757,87,20.85
9,7,11,853,86,22.3
9,7,12,865,132,23.73
9,7,13,733,289,24.88
9,7,14,636,286,25.49
9,7,15,331,288,25.97
9,7,16,168,164,25.62
9,7,17,122,111,24.96
9,7,18,48,25,23.46
9,8,6,14,13,14.97
9,8,7,212,67,14.61
9,8,8,413,93,16.89
9,8,9,593,111,19.2
9,8,10,742,111,21.38
9,8,11,854,77,23.29
9,8,12,884,85,24.88
9,8,13,855,86,26.13
9,8,14,760,95,27.01
9,8,15,611,106,27.45
9,8,16,424,106,27.51
9,8,17,226,78,27.12
9,8,18,40,25,26.34
9,9,6,27,16,13.31
9,9,7,201,76,13.98
9,9,8,324,186,17.74
9,9,9,533,196,20.29
9,9,10,714,154,22.5
9,9,11,801,171,24.39
9,9,12,686,358,25.89
9,9,13,659,351,26.98
9,9,14,723,155,27.48
9,9,15,535,211,27.54
9,9,16,238,205,27.06
9,9,17,144,115,26.16
9,9,18,25,22,25.16
9,10,6,21,16,14.65
9,10,7,207,65,16.56
9,10,8,398,106,19.28
9,10,9,407,283,21.41
9,10,10,656,234,23.11
9,10,11,634,360,24.59
9,10,12,765,270,25.75
9,10,13,806,164,26.73
9,10,14,706,174,27.37
9,10,15,543,194,27.76
9,10,16,422,90,27.73
9,10,17,220,69,27.38
9,10,18,27,21,26.43
9,11,6,24,14,15.32
9,11,7,202,67,15.64
9,11,8,403,92,19.2
9,11,9,586,105,21.82
9,11,10,731,111,24.2
9,11,11,824,113,25.96
9,11,12,853,123,27.29
9,11,13,832,104,28.34
9,11,14,749,87,29.04
9,11,15,598,99,29.38
9,11,16,426,70,29.32
9,11,17,212,71,28.77
9,11,18,28,19,27.68
9,12,6,14,12,17.1
9,12,7,135,104,17.78
9,12,8,230,194,20.28
9,12,9,440,266,21.85
9,12,10,311,297,22.94
9,12,11,286,283,24.29
9,12,12,518,409,25.1
9,12,13,762,219,25.98
9,12,14,725,126,26.57
9,12,15,577,127,26.73
9,12,16,376,139,26.56
9,12,17,202,75,25.91
9,12,18,20,16,24.93
9,13,6,6,6,16.6
9,13,7,43,43,15.96
9,13,8,207,185,16.18
9,13,9,263,247,17.69
9,13,10,412,344,19.31
9,13,11,795,155,20.85
9,13,12,722,305,22.33
9,13,13,749,231,23.37
9,13,14,688,179,23.95
9,13,15,578,116,24
9,13,16,392,109,23.6
9,13,17,161,101,23.02
9,13,18,16,14,22.07
9,14,6,17,11,15
9,14,7,190,69,14.83
9,14,8,383,108,15.56
9,14,9,564,127,16.97
9,14,10,647,226,18.15
9,14,11,782,169,19.6
9,14,12,782,223,21
9,14,13,801,139,22.19
9,14,14,722,110,23.11
9,14,15,572,115,23.41
9,14,16,388,105,23.42
9,14,17,182,83,23.17
9,14,18,13,13,22.17
9,15,7,180,77,14.03
9,15,8,347,149,15.08
9,15,9,429,263,16.48
9,15,10,442,346,17.79
9,15,11,384,354,18.62
9,15,12,461,394,18.65
9,15,13,448,381,18.47
9,15,14,183,183,18.74
9,15,15,146,146,18.04
9,15,16,112,112,16.84
9,15,17,82,79,15.49
9,16,7,124,98,16.08
9,16,8,249,192,16.48
9,16,9,306,267,17.24
9,16,10,534,321,17.8
9,16,11,416,369,18.26
9,16,12,331,322,18.2
9,16,13,260,259,17.98
9,16,14,233,232,17.74
9,16,15,504,197,17.37
9,16,16,130,129,17.24
9,16,17,87,82,16.51
9,17,7,185,62,9.85
9,17,8,384,90,11.92
9,17,9,562,109,13.66
9,17,10,698,132,15.38
9,17,11,745,209,16.88
9,17,12,720,285,18.39
9,17,13,405,363,19.16
9,17,14,616,246,19.65
9,17,15,463,232,19.48
9,17,16,303,173,19.54
9,17,17,127,94,19.03
9,18,7,181,63,9.19
9,18,8,378,93,12.66
9,18,9,556,115,15.15
9,18,10,690,138,17.17
9,18,11,779,145,18.69
9,18,12,809,147,19.95
9,18,13,781,137,20.91
9,18,14,693,124,21.6
9,18,15,550,114,21.98
9,18,16,366,102,22
9,18,17,173,65,21.65
9,19,7,176,65,11.17
9,19,8,373,96,14.33
9,19,9,549,119,16.9
9,19,10,690,131,18.86
9,19,11,779,137,20.63
9,19,12,804,147,22.07
9,19,13,776,137,23.05
9,19,14,695,109,23.73
9,19,15,547,108,24.11
9,19,16,360,101,24.13
9,19,17,168,62,23.73
9,20,7,173,64,10.92
9,20,8,368,99,15.35
9,20,9,543,125,18.38
9,20,10,686,131,20.76
9,20,11,771,145,22.71
9,20,12,800,147,24.18
9,20,13,771,136,25.17
9,20,14,690,110,25.86
9,20,15,539,113,26.19
9,20,16,353,103,26.16
9,20,17,160,64,25.67
9,21,7,171,63,11.45
9,21,8,364,98,16.26
9,21,9,542,119,19.87
9,21,10,682,131,22.46
9,21,11,771,137,24.32
9,21,12,791,155,25.62
9,21,13,758,152,26.57
9,21,14,674,130,27.25
9,21,15,527,122,27.58
9,21,16,343,108,27.54
9,21,17,154,63,26.99
9,22,7,167,63,12.95
9,22,8,361,98,16.28
9,22,9,538,118,19.8
9,22,10,670,143,22.21
9,22,11,758,152,23.99
9,22,12,782,162,25.4
9,22,13,761,136,26.47
9,22,14,679,110,27.15
9,22,15,527,112,27.44
9,22,16,341,101,27.27
9,22,17,150,60,26.56
9,23,7,158,69,13.19
9,23,8,322,140,15.43
9,23,9,474,201,17.48
9,23,10,612,223,19.42
9,23,11,646,296,21.12
9,23,12,555,378,22.5
9,23,13,625,309,23.56
9,23,14,616,202,24.4
9,23,15,465,190,24.84
9,23,16,216,172,24.89
9,23,17,117,76,24.42
9,24,7,156,66,11.67
9,24,8,354,97,14.91
9,24,9,531,118,17.27
9,24,10,673,123,19.52
9,24,11,757,136,21.7
9,24,12,776,153,23.56
9,24,13,759,120,25.08
9,24,14,657,129,26.23
9,24,15,516,112,26.93
9,24,16,348,71,27.13
9,24,17,138,59,26.75
9,25,7,154,64,13.86
9,25,8,346,102,17.44
9,25,9,521,127,20.66
9,25,10,658,142,23.21
9,25,11,740,157,25.09
9,25,12,759,175,26.5
9,25,13,721,178,27.29
9,25,14,641,147,27.54
9,25,15,381,242,27.6
9,25,16,258,158,27.23
9,25,17,104,72,26.64
9,26,7,73,69,13.82
9,26,8,285,160,17.22
9,26,9,511,135,20.08
9,26,10,615,202,22.82
9,26,11,732,165,24.46
9,26,12,708,242,25.57
9,26,13,644,273,26.39
9,26,14,624,163,26.8
9,26,15,301,248,26.63
9,26,16,116,115,26.36
9,26,17,60,57,25.8
9,27,7,148,63,13.49
9,27,8,341,98,17.23
9,27,9,516,121,20.36
9,27,10,653,135,22.75
9,27,11,735,149,24.61
9,27,12,745,181,26.05
9,27,13,406,350,26.65
9,27,14,84,84,27.14
9,27,15,88,88,27.24
9,27,16,294,120,26.85
9,27,17,117,59,25.36
9,28,7,147,61,13.28
9,28,8,334,103,15.42
9,28,9,504,135,17.39
9,28,10,642,147,19.28
9,28,11,727,157,21.01
9,28,12,720,212,22.3
9,28,13,611,293,23.15
9,28,14,463,303,23.58
9,28,15,466,150,23.87
9,28,16,48,48,23.56
9,28,17,117,54,22.7
9,29,7,144,58,11.98
9,29,8,334,97,14.51
9,29,9,508,121,16.2
9,29,10,641,140,17.94
9,29,11,726,149,19.56
9,29,12,743,165,20.91
9,29,13,712,155,21.71
9,29,14,561,225,22.42
9,29,15,397,213,22.45
9,29,16,247,145,22.29
9,29,17,117,46,21.49
9,30,7,39,39,12.55
9,30,8,289,143,14.02
9,30,9,351,251,15.55
9,30,10,623,164,17.07
9,30,12,706,215,19.55
9,30,13,687,185,20.39
9,30,14,613,144,21.34
9,30,15,452,151,21.34
9,30,16,194,153,20.53
9,30,17,112,44,19.54
10,1,7,139,50,5.57
10,1,8,329,85,11.27
10,1,9,507,98,13.85
10,1,10,652,93,15.71
10,1,11,738,95,17.24
10,1,12,768,87,18.45
10,1,13,726,95,19.36
10,1,14,624,99,20
10,1,15,472,101,20.37
10,1,16,291,80,20.35
10,1,17,103,40,19.75
10,2,7,116,67,9.9
10,2,8,301,118,12.63
10,2,9,449,176,15.01
10,2,10,623,137,16.62
10,2,11,714,132,18.03
10,2,12,738,134,19.3
10,2,13,659,199,20.27
10,2,14,572,175,20.79
10,2,15,438,142,20.93
10,2,16,270,100,20.75
10,2,17,97,39,20.04
10,3,7,131,50,9.53
10,3,8,316,92,12.89
10,3,9,491,112,16.05
10,3,10,629,119,18.14
10,3,11,709,132,19.69
10,3,12,737,126,20.86
10,3,13,695,131,21.59
10,3,14,606,111,21.99
10,3,15,457,103,22.05
10,3,16,278,81,21.7
10,3,17,88,41,20.75
10,4,7,129,48,9.39
10,4,8,318,84,13.25
10,4,9,497,93,16.67
10,4,10,635,100,18.8
10,4,11,712,118,20.34
10,4,12,736,119,21.43
10,4,13,701,109,22.09
10,4,14,600,110,22.46
10,4,15,451,103,22.51
10,4,16,272,79,22.18
10,4,17,84,40,21.44
10,5,7,123,50,10.41
10,5,8,310,88,14.01
10,5,9,485,107,17.17
10,5,10,623,112,18.99
10,5,11,703,124,20.63
10,5,12,726,125,22.07
10,5,13,692,117,23.09
10,5,14,598,105,23.71
10,5,15,448,98,23.9
10,5,16,268,77,23.66
10,5,17,79,37,22.75
10,6,7,117,52,12.99
10,6,8,298,100,14.5
10,6,9,470,123,17.48
10,6,10,601,141,19.51
10,6,11,645,208,20.99
10,6,12,670,207,21.91
10,6,13,631,205,22.38
10,6,14,494,237,22.5
10,6,15,406,149,22.25
10,6,16,231,111,21.63
10,6,17,64,42,20.66
10,7,7,110,54,12.52
10,7,8,279,115,15.42
10,7,9,466,123,18.23
10,7,10,610,117,20.09
10,7,11,693,124,21.76
10,7,12,716,125,23.19
10,7,13,677,123,24.34
10,7,14,589,98,25.1
10,7,15,434,101,25.4
10,7,16,243,93,25.19
10,7,17,70,35,24.31
10,8,7,101,57,15.96
10,8,8,293,93,16.84
10,8,9,375,214,20.07
10,8,10,629,74,22.15
10,8,11,692,117,23.72
10,8,12,706,132,24.92
10,8,13,675,116,25.82
10,8,14,549,155,26.34
10,8,15,428,101,26.47
10,8,16,251,74,26.11
10,8,17,63,34,24.82
10,9,7,113,43,13.71
10,9,8,296,83,16.4
10,9,9,472,96,19.43
10,9,10,607,105,21.53
10,9,11,690,109,23.27
10,9,12,709,118,24.63
10,9,13,666,122,25.52
10,9,14,571,109,26.06
10,9,15,425,97,26.01
10,9,16,245,73,25.62
10,9,17,60,31,24.55
10,10,7,104,47,15.44
10,10,8,229,142,17.48
10,10,9,425,158,19.87
10,10,10,564,168,21.68
10,10,11,451,331,23.12
10,10,12,541,314,24.25
10,10,13,449,320,24.91
10,10,14,465,237,24.97
10,10,15,329,193,24.7
10,10,16,231,85,23.99
10,10,17,42,33,23.1
10,11,7,94,51,15.04
10,11,8,302,61,16.18
10,11,9,453,112,17.39
10,11,10,572,149,18.73
10,11,11,589,244,19.61
10,11,12,690,131,20.4
10,11,13,647,134,20.86
10,11,14,547,129,21.03
10,11,15,430,64,20.95
10,11,16,21,21,20.26
10,11,17,36,30,18.91
10,12,7,47,45,13.42
10,12,8,244,125,14.65
10,12,9,265,222,16.27
10,12,10,431,278,17.29
10,12,11,336,304,17.94
10,12,12,62,62,18.59
10,12,13,327,296,18.84
10,12,14,337,271,18.59
10,12,15,396,112,17.54
10,12,16,204,97,16.6
10,12,17,51,24,16.21
10,13,7,98,42,9.52
10,13,8,280,81,11.48
10,13,9,454,95,13.83
10,13,10,588,104,15.54
10,13,11,662,122,17.03
10,13,12,664,156,18.12
10,13,13,584,211,18.85
10,13,14,542,118,19.35
10,13,15,341,168,19.54
10,13,16,195,100,19.24
10,13,17,43,25,18.37
10,14,7,98,37,9.67
10,14,8,271,87,11.61
10,14,9,445,103,13.64
10,14,10,570,126,15.28
10,14,11,628,168,16.69
10,14,12,327,302,17.43
10,14,13,424,312,17.5
10,14,14,417,248,17.65
10,14,15,296,191,17.81
10,14,16,102,96,17.1
10,14,17,32,24,15.95
10,15,7,92,38,5.67
10,15,8,272,80,7.67
10,15,9,443,99,9.65
10,15,10,578,104,11.38
10,15,11,652,122,12.93
10,15,12,672,123,14.16
10,15,13,632,120,14.99
10,15,14,536,106,15.67
10,15,15,388,96,16.21
10,15,16,212,69,15.97
10,15,17,35,22,15.4
10,16,7,76,47,8.4
10,16,8,186,136,9.19
10,16,9,436,102,11.9
10,16,10,560,125,13.76
10,16,11,604,187,15.23
10,16,12,591,234,16.56
10,16,13,565,210,17.56
10,16,14,411,242,18.09
10,16,15,362,125,18.36
10,16,16,203,72,18.13
10,16,17,27,20,17.02
10,17,7,83,39,8.52
10,17,8,258,87,10.21
10,17,9,426,109,13.56
10,17,10,555,124,15.72
10,17,11,630,138,17.33
10,17,12,654,135,18.46
10,17,13,610,137,19.28
10,17,14,485,165,19.96
10,17,15,373,101,20.36
10,17,16,199,70,20.31
10,17,17,28,17,19.01
10,18,7,28,28,11.06
10,18,8,23,23,12.69
10,18,9,131,131,14.58
10,18,10,50,50,16.14
10,18,11,141,141,17.68
10,18,12,236,233,18.66
10,18,13,261,251,18.83
10,18,14,114,114,19.28
10,18,15,114,114,19.53
10,18,16,122,101,18.8
10,18,17,17,15,16.98
10,19,7,56,43,9.27
10,19,8,123,115,9.67
10,19,9,246,207,10.39
10,19,10,210,206,11.34
10,19,11,117,117,12.44
10,19,12,425,318,13.18
10,19,13,125,125,13.68
10,19,14,228,217,14.06
10,19,15,230,184,14.23
10,19,16,129,100,13.94
10,19,17,20,14,13.61
10,20,7,31,30,9.69
10,20,8,30,30,10.44
10,20,9,152,150,11.7
10,20,10,118,118,13.31
10,20,11,486,281,14.46
10,20,12,634,139,15.49
10,20,13,314,281,16.59
10,20,14,407,224,17.39
10,20,15,353,105,17.57
10,20,16,193,56,17.43
10,20,17,13,13,16.62
10,21,7,50,39,9.93
10,21,8,90,89,10.9
10,21,9,170,165,11.98
10,21,10,87,87,12.95
10,21,11,174,174,13.21
10,21,12,186,186,13.73
10,21,13,199,198,13.88
10,21,14,201,196,14.38
10,21,15,221,178,14.77
10,21,16,17,17,15.18
10,22,7,48,38,7.92
10,22,8,178,124,9.08
10,22,9,355,165,11.74
10,22,10,542,101,13.73
10,22,11,625,101,15.32
10,22,12,644,101,16.57
10,22,13,596,111,17.48
10,22,14,497,103,18.05
10,22,15,336,110,18.34
10,22,16,183,55,17.91
10,23,7,63,31,9.3
10,23,8,237,76,10.91
10,23,9,405,95,14.4
10,23,10,537,101,16.41
10,23,11,613,113,17.96
10,23,12,635,107,19.2
10,23,13,587,117,20.02
10,23,14,492,103,20.52
10,23,15,343,94,20.66
10,23,16,172,61,20.32
10,24,7,36,32,11.01
10,24,8,77,77,12.13
10,24,9,184,174,14.69
10,24,10,251,233,16.21
10,24,11,327,286,17.27
10,24,12,475,287,18.03
10,24,13,330,280,18.58
10,24,14,125,125,18.85
10,24,15,71,71,18.95
10,24,16,47,47,18.28
10,25,7,6,6,12.16
10,25,8,20,20,12.47
10,25,9,171,164,13.42
10,25,10,439,214,14.17
10,25,11,511,235,15.08
10,25,12,414,303,16.16
10,25,13,247,237,16.82
10,25,14,142,142,16.92
10,25,15,88,88,16.4
10,25,16,48,48,14.65
10,26,7,38,31,10.82
10,26,8,201,98,11.3
10,26,9,347,151,12.33
10,26,10,371,250,13.31
10,26,11,375,292,14.02
10,26,12,407,300,14.95
10,26,13,346,280,15.53
10,26,14,465,118,15.87
10,26,15,198,165,15.53
10,26,16,93,81,15.38
10,27,7,40,29,9.3
10,27,8,90,88,10.91
10,27,9,114,114,12.67
10,27,10,417,222,13.92
10,27,11,53,53,13.89
10,27,12,202,201,13.66
10,27,13,210,207,13.91
10,27,14,465,110,13.85
10,27,15,328,82,13.42
10,27,16,152,60,12.46
10,28,7,46,26,1.77
10,28,8,211,78,3.44
10,28,9,373,105,5.46
10,28,10,501,119,6.85
10,28,11,573,132,8.21
10,28,12,595,129,9.48
10,28,13,551,130,10.29
10,28,14,458,114,10.8
10,28,15,315,96,10.94
10,28,16,148,58,10.7
10,29,7,42,24,2.07
10,29,8,209,74,3.51
10,29,9,372,98,5.84
10,29,10,496,118,7.82
10,29,11,587,99,9.41
10,29,12,603,106,10.69
10,29,13,549,125,11.6
10,29,14,455,109,12.11
10,29,15,308,97,12.23
10,29,16,140,61,11.86
10,30,7,10,10,5.26
10,30,8,42,42,5.36
10,30,9,53,53,5.84
10,30,10,44,44,6.12
10,30,11,104,104,6.66
10,30,12,76,76,7.28
10,30,13,56,56,8.12
10,30,14,40,40,8.31
10,30,15,63,63,8.17
10,30,16,63,61,8.2
10,31,7,36,22,4.65
10,31,8,205,66,5
10,31,9,371,84,7.43
10,31,10,480,125,8.74
10,31,11,534,168,9.69
10,31,12,386,288,10.49
10,31,13,353,269,10.78
10,31,14,348,208,11.27
10,31,15,180,152,11.28
10,31,16,59,57,9.56
11,1,7,32,23,3
11,1,8,207,68,4.72
11,1,9,374,87,6.87
11,1,10,504,96,8.58
11,1,11,588,91,10.33
11,1,12,616,71,11.91
11,1,13,558,100,12.82
11,1,14,460,92,12.97
11,1,15,280,123,13.16
11,1,16,115,72,13
11,2,7,17,16,9.82
11,2,8,200,65,10.38
11,2,9,349,106,11.17
11,2,10,476,120,12.37
11,2,11,495,205,14.01
11,2,12,448,264,15.32
11,2,13,422,243,16.27
11,2,14,177,173,16.81
11,2,15,318,52,16.67
11,2,16,123,62,16.11
11,3,7,30,19,3.89
11,3,8,200,66,5.37
11,3,9,358,99,8.32
11,3,10,487,109,10.43
11,3,11,566,112,12.06
11,3,12,588,109,13.5
11,3,13,540,115,14.63
11,3,14,454,87,15.44
11,3,15,297,90,15.74
11,3,16,132,52,15.44
11,4,7,23,18,3.59
11,4,8,158,97,5.55
11,4,9,379,52,8.35
11,4,10,475,117,10.54
11,4,11,563,107,12.36
11,4,12,587,96,13.68
11,4,13,534,116,14.62
11,4,14,440,99,15.11
11,4,15,290,92,15.06
11,4,16,133,45,14.57
11,5,7,3,3,8.44
11,5,8,99,91,7.69
11,5,9,218,178,7.56
11,5,10,160,159,7.87
11,5,11,215,211,8.54
11,5,12,331,279,9.43
11,5,13,325,263,9.55
11,5,14,365,188,9.29
11,5,15,76,76,8.96
11,5,16,76,66,8.5
11,6,7,19,15,4.9
11,6,8,191,52,5.52
11,6,9,227,174,6.58
11,6,10,465,108,7.89
11,6,11,540,118,9.18
11,6,12,558,120,9.28
11,6,13,501,142,9.53
11,6,14,244,208,9.71
11,6,15,127,121,9.63
11,6,16,64,59,9.45
11,7,7,8,8,8.76
11,7,8,37,37,8.78
11,7,9,94,94,8.75
11,7,10,191,186,9.06
11,7,11,257,240,9.73
11,7,12,543,147,11.33
11,7,13,518,118,12.27
11,7,14,58,58,12.8
11,7,15,204,145,12.81
11,7,16,83,64,12.3
11,8,7,5,5,6.43
11,8,8,52,52,7.43
11,8,9,127,125,8.24
11,8,10,211,199,9.3
11,8,11,356,264,10.15
11,8,12,317,268,11.25
11,8,13,263,237,11.66
11,8,14,136,136,11.78
11,8,15,175,141,11.93
11,8,16,45,44,11.5
11,9,8,176,60,4.67
11,9,9,335,91,6.46
11,9,10,469,92,7.96
11,9,11,552,88,9.48
11,9,12,571,88,10.65
11,9,13,521,102,11.75
11,9,14,417,104,12.29
11,9,15,261,102,12.09
11,9,16,91,59,11.46
11,10,8,91,82,9.79
11,10,9,158,146,10.24
11,10,10,140,140,10.61
11,10,11,302,253,10.71
11,10,12,146,146,11.04
11,10,13,266,235,11.17
11,10,14,251,202,11.28
11,10,15,223,122,11.48
11,10,16,66,56,11.79
11,11,8,137,81,11.23
11,11,9,140,134,11.47
11,11,10,403,156,12.26
11,11,11,426,222,13.4
11,11,12,307,260,14.36
11,11,13,451,170,14.9
11,11,14,116,116,15.24
11,11,15,182,135,15.28
11,11,16,60,53,15.15
11,12,8,94,81,9.23
11,12,9,57,57,10.27
11,12,10,44,44,10.64
11,12,11,77,77,10.94
11,12,12,291,253,11.19
11,12,13,283,239,11.61
11,12,14,221,192,12.11
11,12,15,134,122,12.49
11,12,16,104,38,12.25
11,13,8,159,52,7.84
11,13,9,329,55,11.17
11,13,10,406,142,13.53
11,13,11,534,61,15.19
11,13,12,534,101,16.48
11,13,13,502,83,17.42
11,13,14,374,127,17.92
11,13,15,258,78,18.01
11,13,16,96,44,17.43
11,14,8,151,54,9.37
11,14,9,269,126,10.52
11,14,10,367,174,11.76
11,14,11,510,90,12.78
11,14,12,284,248,13.48
11,14,13,450,150,14.18
11,14,14,372,118,14.8
11,14,15,182,129,15.17
11,14,16,32,32,14.72
11,15,8,156,42,10
11,15,9,197,153,10.92
11,15,10,342,191,12.23
11,15,11,467,154,13.26
11,15,12,501,134,13.74
11,15,13,243,221,14.12
11,15,14,205,183,14.42
11,15,15,192,126,14.25
11,15,16,9,9,14.08
11,16,8,122,71,9.2
11,16,9,65,65,10.39
11,16,10,236,204,11.41
11,16,11,171,170,11.66
11,16,12,145,145,12.13
11,16,13,241,219,12.81
11,16,14,79,79,12.98
11,16,15,247,74,13.01
11,16,16,12,12,13.02
11,17,8,113,73,10.9
11,17,9,290,89,11.3
11,17,10,416,98,11.77
11,17,11,497,98,12.68
11,17,12,455,188,13.56
11,17,13,372,217,14.06
11,17,14,126,126,14.49
11,17,15,240,80,14.43
11,17,16,52,46,13.99
11,18,8,101,73,9.44
11,18,9,129,123,10.04
11,18,10,73,73,10.99
11,18,11,75,75,11.51
11,18,12,101,101,12.03
11,18,13,183,179,12.09
11,18,14,161,155,11.93
11,18,15,43,43,11.64
11,18,16,12,12,10.68
11,19,8,93,71,8.38
11,19,9,171,144,9.05
11,19,10,401,108,9.82
11,19,11,491,92,10.47
11,19,12,338,249,11.26
11,19,13,275,229,11.76
11,19,14,45,45,12.28
11,19,15,71,71,12.45
11,19,16,32,32,12.2
11,20,8,64,60,7.8
11,20,9,89,89,8.35
11,20,10,55,55,8.86
11,20,11,44,44,9.52
11,20,12,414,221,10.15
11,20,13,438,152,10.01
11,20,14,386,81,10.04
11,20,15,83,83,9.75
11,20,16,69,44,9.14
11,21,8,139,37,6.8
11,21,9,250,120,7.32
11,21,10,113,113,8.17
11,21,11,124,124,8.85
11,21,12,307,250,9.45
11,21,13,228,211,9.78
11,21,14,379,88,9.88
11,21,15,102,99,9.63
11,21,16,7,7,9.08
11,22,8,47,46,4.8
11,22,9,183,141,6.4
11,22,10,301,192,7.41
11,22,11,190,185,8.14
11,22,12,220,210,8.5
11,22,13,184,179,9.34
11,22,14,183,168,9.46
11,22,15,108,102,9.36
11,22,16,40,37,9.15
11,23,8,127,44,6.27
11,23,9,282,74,7.05
11,23,10,415,74,8.21
11,23,11,489,89,9.07
11,23,12,480,140,9.7
11,23,13,423,159,10.27
11,23,14,348,124,10.34
11,23,15,235,72,10.13
11,23,16,76,37,9.62
11,24,8,56,53,4.01
11,24,9,138,126,5.55
11,24,10,65,65,7.03
11,24,11,168,166,8.18
11,24,12,245,224,8.67
11,24,13,315,224,9.11
11,24,14,211,179,9.21
11,24,15,208,97,9.23
11,24,16,43,39,8.85
11,25,8,90,60,8.25
11,25,9,231,114,8.98
11,25,10,324,166,10.02
11,25,11,282,229,10.81
11,25,12,334,238,11.71
11,25,13,443,106,12.68
11,25,14,363,81,13.4
11,25,15,226,70,13.51
11,25,16,59,40,12.83
11,26,8,80,60,6.23
11,26,9,175,135,6.79
11,26,10,344,151,7.44
11,26,11,461,111,9.14
11,26,12,450,160,10.57
11,26,13,241,213,11.03
11,26,14,282,170,11.22
11,26,15,228,70,11.18
11,26,16,69,36,10.61
11,27,8,94,56,3.84
11,27,9,220,121,4.98
11,27,10,406,61,7.64
11,27,11,471,92,9.36
11,27,12,494,95,10.61
11,27,13,427,137,11.55
11,27,14,334,126,12.13
11,27,15,200,99,12.23
11,27,16,65,37,11.48
11,28,8,111,43,2.49
11,28,9,267,74,4.46
11,28,10,398,87,7.8
11,28,11,502,46,9.64
11,28,12,526,46,10.99
11,28,13,448,119,11.92
11,28,14,322,146,12.38
11,28,15,147,118,12.31
11,28,16,62,39,11.52
11,29,8,97,47,0.51
11,29,9,254,75,3.5
11,29,10,383,85,6.76
11,29,11,461,93,8.96
11,29,12,491,80,10.53
11,29,13,469,51,11.58
11,29,14,284,163,12.06
11,29,15,110,102,11.98
11,29,16,25,25,11.04
11,30,8,55,50,3.84
11,30,9,250,80,5.78
11,30,10,378,94,7.55
11,30,11,471,77,8.54
11,30,12,495,79,9.45
11,30,13,439,111,10.13
11,30,14,281,167,10.36
11,30,15,222,72,10.27
11,30,16,64,35,8.32
12,1,8,106,26,-0.55
12,1,9,225,99,2.19
12,1,10,376,79,4.61
12,1,11,457,83,6.12
12,1,12,122,122,7.4
12,1,13,411,135,7.42
12,1,14,310,136,6.65
12,1,15,223,61,6.18
12,1,16,74,21,5.43
12,2,8,79,49,-0.33
12,2,9,148,123,1.45
12,2,10,196,175,3.38
12,2,11,212,198,5.18
12,2,12,241,218,5.97
12,2,13,217,199,6.49
12,2,14,218,175,6.85
12,2,15,235,35,6.77
12,2,16,57,35,6.1
12,3,8,100,26,-2.15
12,3,9,243,66,0.71
12,3,10,368,82,3.28
12,3,11,448,87,4.87
12,3,12,472,90,6.06
12,3,13,443,77,6.88
12,3,14,353,72,7.26
12,3,15,220,60,7.16
12,3,16,71,22,6.32
12,4,8,96,27,-2.12
